callsign,actype,adep,ades,eobt,rfl,dep_rwy,arr_rwy,sid,star,approach,route
CSC3910,A21N,WSSS,ZUTF,2026-07-09T10:07:34Z,340,,,,,,ABTOK M644 RYN N891 BKK B346 YAKUA
AIQ253,A320,VTBD,VYYY,2026-07-09T10:08:00Z,380,RW21L,,TARE1B,,,TARED P646 BETNO
CCA959,B38M,ZBAA,VTBS,2026-07-09T10:08:15Z,320,,RW19,,NORT1C,R19,VTN R474 CMP W21 NOBER
AIQ3216,A21N,VTSG,VTBD,2026-07-09T10:09:00Z,370,RW14,RW21R,OSPE1G,SABA1B,R21R,OSPEX Y99 HOTEL DCT SABAI
ABY714,A21N,OMSJ,VTSP,2026-07-09T10:09:44Z,310,,RW27,,UBNE1D,,SAPAM L645 UBNEN
PAL736,A321,RPLL,VTBS,2026-07-09T10:10:25Z,340,,RW19,,TUMG1C,R19,TUPGO M633 DULEM DCT GOMES
AIQ655,A21N,VVTS,VTBD,2026-07-09T10:10:44Z,320,,RW21R,,SEHN1B,R21R,VAPVU P629 NUGPA
CTV513,A320,VTBD,WIII,2026-07-09T10:11:00Z,350,RW21L,,KIGO1B,,,KIGOB Y11 PASVA
CUH2642,B738,VTBS,ZHLY,2026-07-09T10:11:00Z,330,RW20L,,ALBO1F,,,ALBOS R474 VTN
MAS790,B738,WMKK,VTSP,2026-07-09T10:11:19Z,320,,RW27,,URGA1C,,DUBAX R325 URGAD
TGW685,E290,VTSG,WSSS,2026-07-09T10:12:00Z,350,RW14,,TUNR1G,,,TUNRA W32 TRN W14 HTY A334 PASVA
AIQ615,A20N,VDSA,VTBD,2026-07-09T10:12:10Z,320,,RW21R,,SEHN1B,R21R,TUPGO M633 DULEM
BOX618,B77L,VOBL,VVTS,2026-07-09T10:12:15Z,390,,,,,,TANEK L301 BKK N506 BOKAK
AIQ3021,A20N,VTBD,VTSP,2026-07-09T10:13:00Z,360,RW21L,RW27,SABI2B,SAVS1C,,SABIS Y8 SAVSA
BKP146,A319,VTSM,VTBS,2026-07-09T10:14:00Z,300,RW17,RW19,OLBA1B,LEBI1C,R19,OLBAG Y17 DONSI M769 LEBIM
THA417,B788,VTBS,WMKK,2026-07-09T10:15:00Z,390,RW20L,,KASN1E,,,KASNI M757 KARMI
TLM715,B739,VTSS,VTBD,2026-07-09T10:15:00Z,360,RW26,RW21R,DAND1C,SABA1B,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
SVA861,B77W,RPLL,OERK,2026-07-09T10:15:04Z,280,,,,,,TUPGO M633 TANEK
MMA505,E190,VYYY,WMKP,2026-07-09T10:15:49Z,350,,,,,,EKAVO M626 VALSI M757 KARMI
BKP294,AT76,VTBU,VTSM,2026-07-09T10:16:00Z,170,RW18,RW17,BKK1A,,R17,BUT DCT ASEKU M757 MABKO W33 SMU
NOK308,B738,VTBD,VTUD,2026-07-09T10:16:00Z,330,RW21L,RW30,ROBK3A,ANPU1A,R30,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
AIQ5420,A320,VTCC,VTSB,2026-07-09T10:17:00Z,370,RW36,RW22,PANT2C,IKER1B,R22,PANTA Y7 BKK Y8 IKERA
BKP277,A320,VTBS,VTSP,2026-07-09T10:17:00Z,340,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
BKP454,AT76,VTSM,VTBD,2026-07-09T10:17:00Z,160,RW17,RW21R,OLBA1B,SABA1B,R21R,OLBAG Y17 DONSI M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
UBA2305,B734,VYYY,VTBS,2026-07-09T10:17:49Z,310,,RW19,,WILA1C,R19,BETNO P646 TARED
TLM104,B739,VTBD,WSSS,2026-07-09T10:18:00Z,330,RW21L,,KIGO1B,,,KIGOB Y11 PASVA
ACI501,A339,VTBS,NWWW,2026-07-09T10:19:00Z,230,RW20L,,GOME1E,,,GOMES N506 BOKAK
MMA233,A319,VYYY,WSSS,2026-07-09T10:19:43Z,350,,,,,,EKAVO M626 IKOGA DCT PASVA
AIQ3925,A320,VTBD,VTCL,2026-07-09T10:20:00Z,320,RW21L,RW36,OLVU1B,IBIR1A,R36,OLVUK Y26 BEBUV Y33 IBIRI
TVJ3536,A320,VTBS,ZSHC,2026-07-09T10:21:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
AIQ3515,A320,VTUI,VTBD,2026-07-09T10:21:00Z,320,RW23,RW21R,OMNI,ENDU1B,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
TLM509,B739,VTCC,VTBD,2026-07-09T10:22:00Z,310,RW36,RW21R,PANT2C,NAKO1B,R21R,PANTA Y7 BLAFF DCT NAKON
TLM812,B738,VTBD,VTSG,2026-07-09T10:22:00Z,340,RW21L,RW32,SABI2B,NULM1E,R32,SABIS Y8 SAPUD W32 NULMA
TVJ352,A320,VTBS,VTSB,2026-07-09T10:23:00Z,340,RW20L,RW22,VANK1E,IKER1B,R22,VANKO Y8 IKERA
AIQ3310,A20N,VTBD,VTPP,2026-07-09T10:24:00Z,220,RW21L,RW32,UGUV1B,,R32,UGUVO Y27 PIBAN
THA303,A320,VTBS,VYYY,2026-07-09T10:25:00Z,320,RW20L,,NUNL1P,,,NUNLI L507 LUDVI
ETD406,A35K,OMAA,VTBS,2026-07-09T10:25:53Z,390,,RW19,,WILA1C,R19,NURDA L524 IBETO
TVJ307,A321,VTSP,VTBS,2026-07-09T10:26:00Z,330,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
NOK556,B738,VTBD,VTSF,2026-07-09T10:26:00Z,350,RW21L,RW19,KASN1B,,R19,KASNI M757 LOSDA Y94 NKS
BKP267,AT76,VTSM,VTSG,2026-07-09T10:27:00Z,140,RW17,RW32,DORN1A,NULM1E,R32,DORNA W32 NULMA
QFA23,A333,YSSY,VTBS,2026-07-09T10:27:43Z,300,,RW19,,TUMG1C,R19,BENSA N891 RYN
NOK134,B738,VTBD,VTCC,2026-07-09T10:28:00Z,360,RW21L,RW36,OLVU1B,MARN2A,R36,OLVUK Y26 MARNI
TVJ567,B38M,RCTP,VTBS,2026-07-09T10:28:03Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
BKP968,A319,WSSS,VTSM,2026-07-09T10:28:32Z,340,,RW17,,,R17,KADAX M626 IKOGA Y95 RUMVA
CEB014,A339,RPLL,OMDB,2026-07-09T10:28:38Z,340,,,,,,TUPGO M633 MUBUS P629 BKK L301 TANEK
CCA475,A320,ZUTF,WIII,2026-07-09T10:28:53Z,320,,,,,,YAKUA B346 BKK M904 BUT Y11 PASVA
THA217,A320,VTBS,VTSP,2026-07-09T10:29:00Z,340,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
AIQ241,A20N,ROAH,VTBD,2026-07-09T10:29:03Z,360,,RW21R,,ENDU1B,R21R,BUTRA A1 UBL Y20 UBLOD
TLM674,B738,VTBD,VTUW,2026-07-09T10:30:00Z,330,RW21L,RW15,ROBK3A,,R15,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
TLM647,B738,VTUK,VTBD,2026-07-09T10:30:00Z,240,RW21,RW21R,EMRU1A,ENDU1B,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
TGW694,E290,WSSS,VTSM,2026-07-09T10:31:02Z,380,,RW17,,,R17,KADAX M626 IKOGA Y95 RUMVA
CDC8022,A320,VTBS,ZSHC,2026-07-09T10:32:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
BKP307,AT76,VTBS,VTBO,2026-07-09T10:32:00Z,150,RW20L,,RYN1E,,,RYN
HVN621,A21N,VVTS,VTSP,2026-07-09T10:32:02Z,260,,RW27,,EMRI1D,,BASIT R588 EMRIT
OMA843,B789,OOMS,RPLL,2026-07-09T10:32:13Z,330,,,,,,TANEK L301 BKK N506 GOMES B204 AGEDO
CQH6826,A320,VTBS,ZGOW,2026-07-09T10:35:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
NOK528,B738,VTBD,VTSP,2026-07-09T10:35:00Z,360,RW21L,RW27,SABI2B,SAVS1C,,SABIS Y8 SAVSA
MMA470,AT76,VYYY,VLVT,2026-07-09T10:35:02Z,170,,,,,,MAKAS G473 PSL W27 LOY B218 VTN
SBI6309,B738,UIII,VTBS,2026-07-09T10:37:07Z,340,,RW19,,NORT1C,R19,YAKUA B346 NOBER
AXM8567,A321,VDTI,VTSP,2026-07-09T10:37:12Z,320,,RW27,,EMRI1D,,BASIT R588 EMRIT
MAS783,B38M,VTBS,WMKK,2026-07-09T10:38:00Z,350,RW20L,,KASN1E,,,KASNI M757 KARMI
AIQ3018,A320,VTSP,VTBD,2026-07-09T10:39:00Z,370,RW27,RW21R,IGEV1B,SABA1B,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
TLM827,B738,VTST,VTBD,2026-07-09T10:39:00Z,240,RW08,RW21R,,SABA1B,R21R,TRN W24 BITEN Y99 HOTEL DCT SABAI
THA636,A320,VTBS,RCTP,2026-07-09T10:41:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
AIQ3232,A320,VTSB,VTBD,2026-07-09T10:41:00Z,350,RW04,RW21R,NIXE1C,SABA1B,R21R,NIXET Y99 HOTEL DCT SABAI
SIA763,B38M,VYYY,WSSS,2026-07-09T10:41:06Z,370,,,,,,EKAVO M626 IKOGA Y24 PASVA
SIA714,B78X,WSSS,VTBS,2026-07-09T10:42:06Z,380,,RW19,,TUMG1C,R19,ABTOK M644 ALUMO Y12 ALEMI
HKE702,A21N,VHHH,VTBS,2026-07-09T10:42:22Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
CXA863,A21N,ZSAM,VTBS,2026-07-09T10:42:32Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
ETD412,B789,OMAA,VTSP,2026-07-09T10:42:36Z,370,,RW27,,UBNE1D,,SAPAM L645 UBNEN
TVJ2304,B38M,VTBS,VTSP,2026-07-09T10:43:00Z,340,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
ETD446,B77W,OMAA,RPLL,2026-07-09T10:44:36Z,330,,,,,,NURDA L524 BKK A1 UBL B202 PAK
CDG2484,B738,VTBS,ZSQD,2026-07-09T10:45:00Z,330,RW20L,,ALBO1F,,,ALBOS R474 VTN
AIQ3356,A320,VTBD,VTUD,2026-07-09T10:46:00Z,290,RW21L,RW30,ROBK3A,ANPU1A,R30,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
THA320,A320,VNKT,VTBS,2026-07-09T10:46:26Z,270,,RW19,,WILA1C,R19,LUDVI L507 IGONI
CPA708,A21N,VTBS,VHHH,2026-07-09T10:47:00Z,370,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
BKP284,A319,VTSP,VTBS,2026-07-09T10:47:00Z,350,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
TVJ109,A321,VTCC,VTBS,2026-07-09T10:47:00Z,330,RW36,RW19,PANT2C,NORT1C,R19,PANTA Y7 BLAFF DCT NORTA
MMA352,B734,VYYY,VTBS,2026-07-09T10:47:36Z,330,,RW19,,WILA1C,R19,BETNO P646 TARED
ETD436,A21N,OMAA,VDTI,2026-07-09T10:48:16Z,310,,,,,,NURDA L524 BKK N506 BOKAK
KHV723,A320,VTBS,VDTI,2026-07-09T10:49:00Z,310,RW20L,,GOME1E,,,GOMES N506 BOKAK
SJX752,A21N,VTCC,RCTP,2026-07-09T10:50:00Z,330,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
CRK766,A320,VTBS,VHHH,2026-07-09T10:50:00Z,370,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
BKP172,A319,VTSM,VTBS,2026-07-09T10:50:00Z,300,RW17,RW19,OLBA1B,LEBI1C,R19,OLBAG Y17 DONSI M769 LEBIM
AIQ3558,A20N,VTBD,VTCN,2026-07-09T10:50:00Z,340,RW21L,RW02,UGUV1B,,R02,UGUVO Y27 IBUBU W25 NAN
MMA331,A319,VYYY,VTBS,2026-07-09T10:50:21Z,330,,RW19,,WILA1C,R19,BETNO P646 TARED
XAX326,A333,WMKK,ZUTF,2026-07-09T10:50:45Z,360,,,,,,RIGTO M769 BKK B346 YAKUA
UAE370,B77W,OMDB,VTBS,2026-07-09T10:51:01Z,330,,RW19,,WILA1C,R19,NURDA L524 IBETO
AIQ663,A320,VVPQ,VTBD,2026-07-09T10:51:30Z,340,,RW21R,,SEHN1B,R21R,SAKDA R334 RYN
CXA834,B38M,VTBS,ZSAM,2026-07-09T10:52:00Z,370,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
HKE744,A21N,VHHH,VTCC,2026-07-09T10:52:06Z,340,,RW36,,MONL2B,R36,TOMIP R215 NAN W12 MONLO
AIQ3208,A21N,VTCT,VTBD,2026-07-09T10:53:00Z,370,RW21,RW21R,DUBE1A,NAKO1B,R21R,DUBEN Y28 BLAFF DCT NAKON
BKP257,AT76,VTSM,VTSP,2026-07-09T10:53:00Z,140,RW17,RW27,DORN1A,SAVS1C,,DORNA W32 SAPUD Y8 SAVSA
AIQ3110,A320,VTBD,VTSS,2026-07-09T10:54:00Z,370,RW21L,RW26,KASN1B,OBLE1B,R26,KASNI M757 OBLEX
THA029,A320,VTUU,VTBS,2026-07-09T10:54:00Z,260,RW23,RW19,ASAB1B,EAST1C,R19,Y20 GRASO Y13 RUKSA DCT EASTE
THA046,A21N,VTBS,VTUK,2026-07-09T10:54:00Z,250,RW20L,RW03,SELK1F,,R03,SELKA Y14 KRT Y23 KKN Y23/Y22
TGW675,A21N,VTCC,WSSS,2026-07-09T10:56:00Z,350,RW36,,PANT2C,,,PANTA Y7 BKK M904 PIDEL Y11 PASVA
BKP167,A319,VTBS,VTSM,2026-07-09T10:56:00Z,310,RW20L,RW17,KASN1E,,R17,KASNI M757 MABKO W33 SMU
CEB741,A339,OERK,RPLL,2026-07-09T10:56:10Z,330,,,,,,TANEK L301 BKK N506 GOMES B204 AGEDO
CAL836,A21N,VTBS,RCTP,2026-07-09T10:57:00Z,310,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
NOK604,B738,VTBD,VTSE,2026-07-09T10:58:00Z,280,RW21L,RW24,SABI2B,,R24,SABIS Y8 MENEX W34 CPN
BKP806,A319,VHHH,VTSM,2026-07-09T10:58:30Z,340,,RW17,,,R17,SAV A202 RAMEI W42 ASEKU M757 MABKO W33 UPNEP
THA556,A320,VTBS,VVTS,2026-07-09T10:59:00Z,330,RW20L,,GOME1E,,,GOMES N506 BOKAK
TGW648,E290,WSSS,VTSM,2026-07-09T10:59:54Z,380,,RW17,,,R17,KADAX M626 IKOGA Y95 RUMVA
HKE759,A320,VTBS,VHHH,2026-07-09T11:01:00Z,390,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
BKP166,A319,VTSM,VTBS,2026-07-09T11:02:00Z,300,RW17,RW19,OLBA1B,LEBI1C,R19,OLBAG Y17 DONSI M769 LEBIM
CES6017,A332,ZSPD,VCBI,2026-07-09T11:02:30Z,280,,,,,,SAV A202 RAMEI Y20 BKK L301 TANEK
CSN8023,A20N,ZGGG,VTBS,2026-07-09T11:02:55Z,300,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CSC3936,A321,VTBS,ZUTF,2026-07-09T11:03:00Z,330,RW20L,,NOBE1P,,,NOBER B346 YAKUA
S3AGC,C130,VTBD,WMSA,2026-07-09T11:03:00Z,130,RW21L,,REGO1B,,,REGOS A464 KARMI
HVN607,A321,VVTS,VTBS,2026-07-09T11:03:14Z,280,,RW19,,TUMG1C,R19,VAPVU P629 NUGPA
AIQ4113,A320,VTSP,VTBS,2026-07-09T11:04:00Z,370,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
TVJ214,B38M,VTBS,VTUK,2026-07-09T11:04:00Z,330,RW20L,RW03,SELK1F,,R03,SELKA Y14 KRT Y23 KKN Y23/Y22
HVN619,A321,VVNB,VTBS,2026-07-09T11:04:45Z,340,,RW19,,NORT1C,R19,VTN R474 CMP W21 NOBER
AIC2335,A20N,VTBS,VIDP,2026-07-09T11:06:00Z,360,RW20L,,TARE1E,,,TARED P646 BETNO
AIQ3331,A320,VTBD,VTSB,2026-07-09T11:06:00Z,340,RW21L,RW22,SABI2B,IKER1B,R22,SABIS Y8 IKERA
TVJ983,B38M,VVPQ,VTBS,2026-07-09T11:07:44Z,340,,RW19,,TUMG1C,R19,SAKDA R334 RYN
CSH834,B38M,VTBS,ZSPD,2026-07-09T11:08:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
TVJ203,A321,VTUD,VTBS,2026-07-09T11:08:00Z,340,RW12,RW19,ANPU1B,EAST1C,R19,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT EASTE
NOK508,B738,VTBD,VTSS,2026-07-09T11:08:00Z,370,RW21L,RW26,KASN1B,OBLE1B,R26,KASNI M757 OBLEX
CQH8666,A20N,VTSP,ZSPD,2026-07-09T11:10:00Z,330,RW27,,EMRI1B,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
TVJ3680,B38M,VTBS,ZUTF,2026-07-09T11:10:00Z,330,RW20L,,NOBE1P,,,NOBER B346 YAKUA
AIQ3342,A320,VTBD,VTUW,2026-07-09T11:10:00Z,370,RW21L,RW15,ROBK3A,,R15,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
CSH855,B38M,ZSPD,VTBS,2026-07-09T11:10:19Z,300,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
TGW626,B788,WSSS,VTBS,2026-07-09T11:10:43Z,430,,RW19,,TUMG1C,R19,ABTOK M644 ALUMO Y12 ALEMI
BKP907,AT76,VTBS,VDSA,2026-07-09T11:11:00Z,170,RW20L,,GOME1E,,,GOMES N506 BOKAK
CSZ307,A20N,ZGSZ,VTBS,2026-07-09T11:11:19Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CES9613,B738,ZPPP,VTBS,2026-07-09T11:11:44Z,340,,RW19,,NORT1C,R19,YAKUA B346 NOBER
HVN626,A321,VTBS,VVDN,2026-07-09T11:12:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
TVJ134,B38M,VTBS,VTCT,2026-07-09T11:13:00Z,340,RW20L,RW03,UGUV1E,,R03,UGUVO Y27 IKISU W22 BENVI
TLM762,B739,VTBD,VTSP,2026-07-09T11:13:00Z,340,RW21L,RW27,SABI2B,SAVS1C,,SABIS Y8 SAVSA
AIQ3115,A320,VTSS,VTBD,2026-07-09T11:14:00Z,380,RW26,RW21R,DAND1C,SABA1B,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
UAE334,B77W,OMDB,RPLL,2026-07-09T11:14:04Z,250,,,,,,NURDA L524 BKK N506 GOMES B204 AGEDO
THA602,A320,VTBS,VHHH,2026-07-09T11:15:00Z,370,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
THA669,A359,ZGGG,VTBS,2026-07-09T11:16:38Z,250,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CSC3771,A20N,ZUCK,VTBS,2026-07-09T11:18:23Z,340,,RW19,,NORT1C,R19,YAKUA B346 NOBER
AIQ322,A320,WMKP,VTBD,2026-07-09T11:18:37Z,380,,RW21R,,SABA1B,R21R,RIGTO M769 GOKEX Y96 EMTIX Y99 HOTEL
TLM716,B739,VTBD,VTSS,2026-07-09T11:19:00Z,350,RW21L,RW26,KASN1B,OBLE1B,R26,KASNI M757 OBLEX
CCA472,A321,VTBS,ZUTF,2026-07-09T11:21:00Z,370,RW20L,,NOBE1P,,,NOBER B346 YAKUA
RTP742,F2TH,VTBD,VTCT,2026-07-09T11:21:00Z,360,RW21L,RW03,UGUV1B,,R03,UGUVO Y27 IKISU W22 BENVI
BKP169,A319,VTBS,VTSM,2026-07-09T11:21:00Z,310,RW20L,RW17,KASN1E,,R17,KASNI M757 MABKO W33 SMU
QFA24,A333,VTBS,YSSY,2026-07-09T11:23:00Z,330,RW20L,,BUT1E,,,BUT M904 TIDAR
BKP214,AT76,VTPO,VTBS,2026-07-09T11:23:00Z,170,RW18,RW19,PEBL1C,NORT1C,R19,PEBLI Y28 BLAFF DCT NORTA
MXD135,B38M,WMKK,OPKC,2026-07-09T11:23:02Z,320,,,,,,DUBAX R325 PUT L759 TAVUN
FDS07,C680,VRMM,VTBD,2026-07-09T11:23:38Z,410,,RW21R,,WEHA1B,R21R,PUMOR L877 MIGAR L524 IBETO
AIQ176,A20N,VRMM,VTBD,2026-07-09T11:23:38Z,350,,RW21R,,WEHA1B,R21R,PUMOR L877 MIGAR L524 IBETO
AXM100,A320,ZPPP,WMKK,2026-07-09T11:24:13Z,340,,,,,,YAKUA B346 BKK M904 PIDEL Y11 PASVA
MXD528,B738,WMKK,VTBD,2026-07-09T11:24:57Z,340,,RW21R,,SABA1B,R21R,RIGTO M769 GOKEX Y96 EMTIX Y99 HOTEL
THA564,A320,VTBS,VVNB,2026-07-09T11:25:00Z,350,RW20L,,ALBO1F,,,ALBOS R474 VTN
MXD205,B738,WMKK,VIDP,2026-07-09T11:25:22Z,360,,,,,,DUBAX R325 PUT L759 TAVUN
IGO1059,A21N,VABB,VTBS,2026-07-09T11:25:52Z,350,,RW19,,WILA1C,R19,PUMOR L877 MIGAR L524 IBETO
AIQ4109,A320,VTCC,VTBS,2026-07-09T11:26:00Z,330,RW36,RW19,PANT2C,NORT1C,R19,PANTA Y7 BLAFF DCT NORTA
SIA735,B38M,VTSP,WSSS,2026-07-09T11:27:00Z,350,RW27,,EPGO1B,,,EPGOT W14 HTY A334 PASVA
CSN8324,A321,VTBS,ZGSZ,2026-07-09T11:27:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
AIQ3257,A21N,VTUK,VTBD,2026-07-09T11:27:00Z,280,RW21,RW21R,EMRU1A,ENDU1B,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
THA631,A320,RCKH,VTBS,2026-07-09T11:27:02Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
THA408,A21N,WSSS,VTBS,2026-07-09T11:27:17Z,340,,RW19,,TUMG1C,R19,ABTOK M644 ALUMO Y12 ALEMI
THA466,A359,YMML,VTBS,2026-07-09T11:28:07Z,340,,RW19,,TUMG1C,R19,TIDAR M904 TONIK M644 ALUMO Y12 ALEMI
TVJ3718,B38M,VTBS,ZBAD,2026-07-09T11:29:00Z,330,RW20L,,ALBO1F,,,ALBOS R474 VTN
AIQ3562,A320,VTBD,VTUV,2026-07-09T11:29:00Z,270,RW21L,RW36,ROBK3A,,R36,ROBKA A1 TOPER W42 RAMEI W38
AWQ246,A320,WADD,VTSP,2026-07-09T11:30:21Z,360,,RW27,,EPGO1C,,PASVA A334 HTY W14 EPGOT
TLM544,B738,VTBD,VTCT,2026-07-09T11:31:00Z,360,RW21L,RW03,UGUV1B,,R03,UGUVO Y27 IKISU W22 BENVI
SIA720,B78X,WSSS,VTBS,2026-07-09T11:31:21Z,400,,RW19,,TUMG1C,R19,ABTOK M644 ALUMO Y12 ALEMI
UAE392,A359,OMDB,VVTS,2026-07-09T11:31:22Z,370,,,,,,NURDA L524 BKK N506 BOKAK
CAL840,B738,VTBS,RCKH,2026-07-09T11:32:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
AIQ3166,A320,VTCC,VTSP,2026-07-09T11:32:00Z,370,RW36,RW27,PANT2C,SAVS1C,,PANTA Y7 BKK Y8 SAVSA
THA432,A359,WADD,VTBS,2026-07-09T11:32:06Z,400,,RW19,,TUMG1C,R19,TIDAR M904 TONIK M644 ALUMO Y12 ALEMI
AIQ3429,A21N,VTBD,VTCC,2026-07-09T11:33:00Z,340,RW21L,RW36,OLVU1B,MARN2A,R36,OLVUK Y26 MARNI
THA267,A320,VTBS,VTSS,2026-07-09T11:34:00Z,330,RW20L,RW26,KASN1E,OBLE1B,R26,KASNI M757 OBLEX
CCA484,A21N,WMKK,ZUTF,2026-07-09T11:35:41Z,350,,,,,,ABTOK M644 RYN N891 BKK B346 YAKUA
TLM397,B739,RCTP,VTBD,2026-07-09T11:35:51Z,300,,RW21R,,ENDU1B,R21R,BUTRA A1 UBL Y20 UBLOD
TLM515,B739,VTCC,VTBD,2026-07-09T11:36:00Z,310,RW36,RW21R,PANT2C,NAKO1B,R21R,PANTA Y7 BLAFF DCT NAKON
AIQ3182,A20N,VTBD,VTSF,2026-07-09T11:36:00Z,370,RW21L,RW19,KASN1B,,R19,KASNI M757 LOSDA Y94 NKS
NOK326,B738,VTBD,VTUU,2026-07-09T11:38:00Z,330,RW21L,RW23,ROBK3A,VENP1D,R23,ROBKA A1
AIQ3311,A20N,VTPP,VTBD,2026-07-09T11:39:00Z,230,RW32,RW21R,PEBL1A,NAKO1B,R21R,PEBLI Y28 BLAFF DCT NAKON
TLM747,B738,VTSB,VTBD,2026-07-09T11:39:00Z,330,RW04,RW21R,NIXE1C,SABA1B,R21R,NIXET Y99 HOTEL DCT SABAI
HVN920,A321,VDTI,VLVT,2026-07-09T11:39:41Z,310,,,,,,PAK B202 UBL R470 VTN
BRU796,A332,VVCR,UMMS,2026-07-09T11:39:46Z,280,,,,,,VAPVU P629 BKK
THA574,A320,VTBS,VLVT,2026-07-09T11:40:00Z,310,RW20L,,ALBO1F,,,ALBOS R474 VTN
AIQ3009,A320,VTBD,VTSP,2026-07-09T11:40:00Z,380,RW21L,RW27,SABI2B,SAVS1C,,SABIS Y8 SAVSA
BKP308,AT76,VTBO,VTBS,2026-07-09T11:40:00Z,140,,RW19,OMNI,TUMG1C,R19,RYN
NOK547,B738,VTSG,VTBD,2026-07-09T11:40:00Z,370,RW14,RW21R,OSPE1G,SABA1B,R21R,OSPEX Y99 HOTEL DCT SABAI
MAS791,B738,VTSP,WMKK,2026-07-09T11:42:00Z,350,RW27,,REBE1B,,,REBED B579 DALAN
AIQ3246,A320,VTST,VTBD,2026-07-09T11:42:00Z,360,RW08,RW21R,,SABA1B,R21R,TRN W24 BITEN Y99 HOTEL DCT SABAI
UAE372,A388,OMDB,VTBS,2026-07-09T11:42:06Z,370,,RW19,,WILA1C,R19,NURDA L524 IBETO
AIQ644,A320,VTBD,VVNB,2026-07-09T11:43:00Z,350,RW21L,,NOBE2B,,,NOBER W21 CMP R474 VTN
THA584,A320,VTBS,VDTI,2026-07-09T11:43:00Z,330,RW20L,,GOME1E,,,GOMES N506 BOKAK
MXD182,B38M,WMKK,VNKT,2026-07-09T11:44:50Z,320,,,,,,DUBAX R325 PUT L515 IKULA
MAS775,B738,VTBS,WMKK,2026-07-09T11:45:00Z,350,RW20L,,KASN1E,,,KASNI M757 KARMI
THA137,A320,VTCT,VTBS,2026-07-09T11:45:00Z,330,RW21,RW19,DUBE1A,NORT1C,R19,DUBEN Y28 BLAFF DCT NORTA
AIQ3926,A320,VTCL,VTBD,2026-07-09T11:45:00Z,330,RW18,RW21R,VENA1C,NAKO1B,R21R,VENAG W23 PSL Y28 BLAFF DCT NAKON
