callsign,actype,adep,ades,eobt,rfl,gs,dep_rwy,arr_rwy,sid,star,approach,route
AIC2384,A20N,VIDP,WMKK,2025-12-23 08:00,330,460,,,,,,EKAVO M626 IKOGA DCT PASVA
AIQ3232,A320,VTSB,VTBD,2025-12-23 08:00,350,470,RW04,RW21R,NIXE1D,SABA3A,R21R,NIXET Y99 HOTEL DCT SABAI
AIQ614,A20N,VTBD,VDSA,2025-12-23 08:00,330,465,RW21L,,GORS3C,,,GORSI N506 GOMES B204 AGEDO
BKP274,A320,VTSP,VTBS,2025-12-23 08:00,370,460,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
CCA404,B38M,WSSS,ZUTF,2025-12-23 08:00,350,460,,,,,,GOLUD M751 BKK Y27 IKISU W22 CTR A581 PONUK
CQH6194,A320,VTBS,ZGOW,2025-12-23 08:00,330,465,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
CQH6294,A20N,VTBS,ZLXY,2025-12-23 08:00,350,455,RW02R,,NOBE1S,,,NOBER B346 YAKUA
FFM3611,B738,VTSG,WMKK,2025-12-23 08:00,330,455,RW14,,TUNR1G,,,TUNRA W32 TRN W14 HTY A464 KARMI
FIN144,A359,VTBS,EFHK,2025-12-23 08:00,300,510,RW02R,,TARE1H,,,TARED P646 BETNO
MTL160,E135,VTUD,VTBD,2025-12-23 08:00,200,235,RW12,RW21R,ANPU1B,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
ORCA401,SF34,VTSS,VTSB,2025-12-23 08:00,160,260,RW26,RW22,ELRE1C,TOGI1A,R22,ELREM W17 SAPUD
PTW915,AT75,VYYY,VTBS,2025-12-23 08:00,170,255,,RW01,,WILA1D,R01,BETNO G463 TARED
TGW610,B788,WSSS,VTBS,2025-12-23 08:00,380,470,,RW01,,TUMG1D,R01,ABTOK M644 ALUMO Y12 ALEMI
THA215,A320,VTBS,VTSP,2025-12-23 08:00,340,460,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
THA653,A359,RKSI,VTBS,2025-12-23 08:00,400,475,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TLM766,B738,VTBD,VTSP,2025-12-23 08:00,340,450,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
TZP51,B788,RJAA,VTBS,2025-12-23 08:00,380,470,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
VAM03,DC3T,VTBD,VTPP,2025-12-23 08:00,100,200,RW21L,RW32,UGUV3C,,R32,UGUVO Y27 PIBAN
AIQ3006,A320,VTSP,VTBD,2025-12-23 08:02,330,445,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
AIQ3017,A320,VTBD,VTSP,2025-12-23 08:05,360,460,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
AIQ3515,A320,VTUI,VTBD,2025-12-23 08:05,340,440,RW05,RW21R,OMNI,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
AIQ3565,A320,VTUV,VTBD,2025-12-23 08:05,300,410,RW18,RW21R,ANKI1A,ENDU3A,R21R,W38 RAMEI Y20 UBLOD DCT ENDUU
AXM820,A320,WMKK,VTSP,2025-12-23 08:05,360,465,,RW09,,URGA1C,,DUBAX R325 URGAD
BKP255,AT76,VTSM,VTSP,2025-12-23 08:05,140,255,RW35,RW09,ENRA1B,SAVS1C,,DORNA W32 SAPUD Y8 SAVSA
BKP9001,A319,VTBS,VTPO,2025-12-23 08:05,160,250,RW02R,RW36,OLVU1H,,R36,OLVUK Y26 ELDAL Y32 KIMET
CES6088,B738,VTBS,ZPPP,2025-12-23 08:05,350,435,RW02R,,UGUV1H,,,UGUVO Y27 IKISU W22 CTR A581 PONUK
CPA674,A333,VTBS,VHHH,2025-12-23 08:05,370,475,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
CPA701,B77W,VHHH,VTBS,2025-12-23 08:05,380,470,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
DKH1324,A320,VTSP,ZSPD,2025-12-23 08:05,330,465,RW09,,EMRI1A,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
ELY088,B772,VTSP,LLBG,2025-12-23 08:05,320,500,RW09,,UPSA1A,,,UPSAB L515 IKULA
ESR511,B38M,RKSI,VTBS,2025-12-23 08:05,340,455,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
ETD417,A21N,VTSP,OMAA,2025-12-23 08:05,320,485,RW09,,UBNE1A,,,UBNEN L645 SAPAM
TLM513,B739,VTCC,VTBD,2025-12-23 08:05,330,460,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
AIC2356,A20N,VTBS,VIDP,2025-12-23 08:10,280,475,RW02R,,TARE1H,,,TARED P646 BETNO
AIQ3225,A320,VTBD,VTSG,2025-12-23 08:10,340,450,RW21L,RW32,SABI3C,NULM1E,R32,SABIS Y8 SAPUD W32 NULMA
AIQ3422,A320,VTCC,VTBD,2025-12-23 08:10,350,455,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
BKP282,AT76,VTSP,VTBU,2025-12-23 08:10,170,235,RW09,RW18,EMRI1A,,R18,EMRIT Y99 NONEL Y98 SURMA W42 ASEKU DCT BUT
CCA797,B38M,ZBAA,VTSP,2025-12-23 08:10,360,445,,RW09,,SAVS1C,,VTN R474 CMP W21 BKK Y8 SAVSA
MMA362,A319,VYMD,VTBD,2025-12-23 08:10,350,460,,RW21R,,WEHA3A,R21R,LUDVI L507 IGONI
TGW694,E290,WSSS,VTSM,2025-12-23 08:10,380,470,,RW17,,,R17,KADAX M626 IKOGA Y95 RUMVA
THA432,A359,WADD,VTBS,2025-12-23 08:10,380,495,,RW01,,TUMG1D,R01,TIDAR M904 TONIK M644 ALUMO Y12 ALEMI
AIQ3093,A320,VTBD,VTSP,2025-12-23 08:15,360,450,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
APZ601,B789,RKSI,VTBS,2025-12-23 08:15,400,465,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
BKP138,A319,VTSM,VTBS,2025-12-23 08:15,160,255,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
BKP161,A319,VTBS,VTSM,2025-12-23 08:15,310,435,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
DQA2342,A320,VCBI,VTBS,2025-12-23 08:15,330,455,,RW01,,WILA1D,R01,PUMOR L877 MIGAR L524 IBETO
HVN627,A321,VVDN,VTBS,2025-12-23 08:15,320,460,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
MXD587,B738,VTSG,WMKK,2025-12-23 08:15,330,450,RW14,,TUNR1G,,,TUNRA W32 TRN W14 HTY A464 KARMI
SIA736,B38M,WSSS,VTSP,2025-12-23 08:15,340,465,,RW09,,URGA1C,,DUBAX R325 URGAD
TAX615,A333,RJBB,VTBD,2025-12-23 08:15,400,450,,RW21R,,ENDU3A,R21R,BUTRA Y16 UPKUP
TLM582,B739,VTBU,VTCC,2025-12-23 08:15,340,440,RW18,RW36,BKK1A,MARN2A,R36,BKK Y26 MARNI
TVJ106,B38M,VTBS,VTCC,2025-12-23 08:15,340,455,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
TVJ108,A321,VTBS,VTCC,2025-12-23 08:15,320,450,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
ALK880,A20N,VCBI,ZGGG,2025-12-23 08:20,370,465,,,,,,TANEK L301 BKK A1 SANOT Y15 GUROK A202 SAV
AMU935,A21N,VTBS,VMMC,2025-12-23 08:20,330,460,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
CQH7485,A320,ZGNN,VTBS,2025-12-23 08:20,300,445,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
KAL651,B77W,RKSI,VTBS,2025-12-23 08:20,380,475,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
MAS774,B738,WMKK,VTBS,2025-12-23 08:20,360,465,,RW01,,LEBI1D,R01,RIGTO M769 LEBIM
SVA847,B78X,VTBS,OERK,2025-12-23 08:20,320,520,RW02R,,PAST1H,,,PASTO L301 TANEK
TLM787,B738,VTSF,VTBD,2025-12-23 08:20,320,460,RW01,RW21R,TAWI1A,SABA3A,R21R,NKS Y94 DOXAS M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AIQ552,A320,VTBD,ZUCK,2025-12-23 08:25,350,450,RW21L,,NOBE4C,,,NOBER B346 YAKUA
ESR517,B38M,RKSI,VTCC,2025-12-23 08:25,380,425,,RW36,,MONL2A,R36,TOMIP R215 NAN R207 MONLO
GFA155,B789,RPLL,OBBI,2025-12-23 08:25,380,475,,,,,,TUPGO M633 TANEK
HKC332,A332,VTBS,VHHH,2025-12-23 08:25,410,475,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
JNA001,B738,RKSI,VTBS,2025-12-23 08:25,340,455,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
JST71,B788,YPPH,VTSP,2025-12-23 08:25,360,485,,RW09,,URGA1C,,DALAN B579 REBED
KAL677,B789,RKSI,VTSP,2025-12-23 08:25,380,480,,RW09,,SAVS1C,,SAKDA R575 SMU W32 SAPUD Y8 SAVSA
THA111,A320,VTCC,VTBS,2025-12-23 08:25,330,410,RW36,RW01,PANT2C,NORT1D,R01,PANTA Y7 BLAFF DCT NORTA
THA673,B77W,RJBB,VTBS,2025-12-23 08:25,340,485,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TLM628,B738,VTBD,VTUU,2025-12-23 08:25,290,440,RW21L,RW05,ROBK3C,VENP1C,R05,ROBKA A1
TVJ133,B38M,VTCT,VTBS,2025-12-23 08:25,350,470,RW21,RW01,DUBE1B,NORT1D,R01,DUBEN Y28 BLAFF DCT NORTA
AIQ3302,A320,VTBD,VTPP,2025-12-23 08:30,220,435,RW21L,RW32,UGUV3C,,R32,UGUVO Y27 PIBAN
BKP145,A319,VTBS,VTSM,2025-12-23 08:30,290,450,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
BKP213,AT76,VTBS,VTPO,2025-12-23 08:30,160,250,RW02R,RW36,OLVU1H,,R36,OLVUK Y26 ELDAL Y32 KIMET
CCA475,A320,ZUTF,WIII,2025-12-23 08:30,350,445,,,,,,YAKUA B346 BKK M904 BUT Y11 PASVA
CES5093,B738,ZPPP,VTSP,2025-12-23 08:30,360,450,,RW09,,SAVS1C,,VTN R474 CMP W21 BKK Y8 SAVSA
CQH8511,A20N,ZSPD,VTCC,2025-12-23 08:30,340,435,,RW36,,MONL2A,R36,TOMIP R215 NAN R207 MONLO
NOK135,B738,VTCC,VTBD,2025-12-23 08:30,370,470,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
QFA7581,A333,YSSY,VTBS,2025-12-23 08:30,380,480,,RW01,,TUMG1D,R01,TIDAR M904 TONIK M644 ALUMO Y12 ALEMI
TGW665,E290,VTSP,WSSS,2025-12-23 08:30,350,455,RW09,,EPGO1A,,,EPGOT W14 HTY A334 PASVA
THA112,A320,VTBS,VTCC,2025-12-23 08:30,360,425,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
THA677,B77W,RJAA,VTBS,2025-12-23 08:30,340,480,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TLM826,B738,VTBD,VTST,2025-12-23 08:30,340,460,RW21L,RW08,SABI3C,,R08,SABIS Y8 SAPUD W24 TRN
TLM932,B738,VTBD,ZUTF,2025-12-23 08:30,350,455,RW21L,,NOBE4C,,,NOBER B346 YAKUA
AIQ3180,A320,VTBD,VTSF,2025-12-23 08:35,370,445,RW21L,RW19,KASN3C,,R19,KASNI M757 LOSDA Y94 NKS
AJX1,A320,RJAA,VTBS,2025-12-23 08:35,400,470,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
AWQ256,A320,WIII,VTBD,2025-12-23 08:35,360,465,,RW21R,,SEHN3A,R21R,ABTOK M644 RYN
CES206,B38M,VTCC,ZSPD,2025-12-23 08:35,330,480,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
CHH721,B38M,ZJHK,VTBS,2025-12-23 08:35,300,450,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
MJJ913,A320,VTSM,VTBD,2025-12-23 08:35,340,465,RW35,RW21R,OLBA1B,SABA3A,R21R,OLBAG Y17 DONSI M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
NOK325,B738,VTUU,VTBD,2025-12-23 08:35,320,430,RW05,RW21R,ASAB1B,ENDU3A,R21R,Y20 UBLOD DCT ENDUU
TLM557,B738,VTPP,VTBD,2025-12-23 08:35,230,425,RW32,RW21R,PEBL1B,NAKO3A,R21R,PEBLI Y28 BLAFF DCT NAKON
AIQ3077,A320,VTSG,VTCC,2025-12-23 08:40,380,450,RW14,RW36,OSPE1G,MARN2A,R36,OSPEX Y99 BKK Y26 MARNI
AIQ654,A21N,VTBD,VVTS,2025-12-23 08:40,350,465,RW21L,,GORS3C,,,GORSI N506 BOKAK
BKP1152,A319,VTSM,VTBS,2025-12-23 08:40,160,260,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
IGO1063,A21N,VIDP,VTBS,2025-12-23 08:40,350,460,,RW01,,WILA1D,R01,BETNO P646 TARED
MMA334,A320,VTBS,VYYY,2025-12-23 08:40,340,465,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
THA045,A320,VTUK,VTBS,2025-12-23 08:40,240,440,RW21,RW01,EMRU1B,EAST1D,R01,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT EASTE
TLM397,B739,RCTP,VTBD,2025-12-23 08:40,340,460,,RW21R,,ENDU3A,R21R,BUTRA A1 UBL Y20 UBLOD
TLM646,B738,VTBD,VTUK,2025-12-23 08:40,250,415,RW21L,RW03,ROBK3C,,R03,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
TVJ224,A321,VTBS,VTUU,2025-12-23 08:40,290,460,RW02R,RW05,SELK1H,VENP1C,R05,SELKA A1
AIQ3562,A320,VTBD,VTUV,2025-12-23 08:45,330,445,RW21L,RW36,ROBK3C,,R36,ROBKA A1 TOPER W42 RAMEI W38
AXM885,A20N,VTBD,WMKK,2025-12-23 08:45,370,445,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
BKP307,AT76,VTBS,VTBO,2025-12-23 08:45,130,245,RW02R,RW23,RYN1H,,R23,RYN
CSN3082,A20N,VTBS,ZGGG,2025-12-23 08:45,290,440,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
HKE744,A21N,VHHH,VTCC,2025-12-23 08:45,340,435,,RW36,,MONL2A,R36,TOMIP R215 NAN W12 MONLO
NOK196,B738,VTBD,VTPM,2025-12-23 08:45,260,380,RW21L,RW27,OLVU3C,URGU1W,R27,OLVUK Y26 NUVLU Y30 URGUM
RLH5042,B737,VTBS,ZPLJ,2025-12-23 08:45,330,435,RW02R,,UGUV1H,,,UGUVO Y27 IBUBU W25 NAN R215 TOMIP
TVJ567,B38M,RCTP,VTBS,2025-12-23 08:45,300,475,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
AIQ3331,A320,VTBD,VTSB,2025-12-23 08:50,320,455,RW21L,RW22,SABI3C,IKER1A,R22,SABIS Y8 IKERA
AIQ3396,A320,VTBD,VTUW,2025-12-23 08:50,350,450,RW21L,RW15,ROBK3C,,R15,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
BKP163,A319,VTBS,VTSM,2025-12-23 08:50,310,435,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
BKP401,AT76,VTSM,VTSP,2025-12-23 08:50,140,255,RW35,RW09,ENRA1B,SAVS1C,,DORNA W32 SAPUD Y8 SAVSA
CQH7280,A320,VTBS,ZSPD,2025-12-23 08:50,330,465,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
CRK776,A320,VTBS,VHHH,2025-12-23 08:50,370,455,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
KQA886,B788,VTBS,ZGGG,2025-12-23 08:50,410,495,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
SIA709,B78X,VTBS,WSSS,2025-12-23 08:50,350,495,RW02R,,BUT1H,,,BUT Y11 PASVA
VJC1983,A321,VVPQ,VTBS,2025-12-23 08:50,300,470,,RW01,,TUMG1D,R01,SAKDA R334 RYN
VJC903,A21N,VVNB,VTBS,2025-12-23 08:50,320,450,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
AIQ176,A20N,VRMM,VTBD,2025-12-23 08:55,330,465,,RW21R,,WEHA3A,R21R,PUMOR L877 MIGAR L524 IBETO
AIQ3214,A320,VTSG,VTBD,2025-12-23 08:55,350,460,RW14,RW21R,OSPE1G,SABA3A,R21R,OSPEX Y99 HOTEL DCT SABAI
AIQ322,A320,WMKP,VTBD,2025-12-23 08:55,340,465,,RW21R,,SABA3A,R21R,RIGTO M769 GOKEX Y96 EMTIX Y99 HOTEL
AIQ3223,A320,VTBD,VTSG,2025-12-23 08:55,360,455,RW21L,RW32,SABI3C,NULM1E,R32,SABIS Y8 SAPUD W32 NULMA
AIQ3419,A320,VTBD,VTCC,2025-12-23 08:55,340,450,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
AIQ3548,A320,VTBD,VTUL,2025-12-23 08:55,310,430,RW21L,RW19,NOBE4C,,R19,NOBER W21 CMP B218 BOVGO
CES742,B738,VTBS,ZPPP,2025-12-23 08:55,350,445,RW02R,,UGUV1H,,,UGUVO Y27 IKISU W22 CTR A581 PONUK
CRK742,A320,VTSP,VHHH,2025-12-23 08:55,370,460,RW09,,EMRI1A,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
HKE702,A21N,VHHH,VTBS,2025-12-23 08:55,340,450,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
HVN614,A321,VTBS,VVNB,2025-12-23 08:55,350,465,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP R474 VTN
MXD528,B738,WMKK,VTBD,2025-12-23 08:55,360,465,,RW21R,,SABA3A,R21R,RIGTO M769 GOKEX Y96 EMTIX Y99 HOTEL
TVJ2300,A320,VTBS,VTSP,2025-12-23 08:55,320,455,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
ABL725,A21N,RKPK,VTBS,2025-12-23 09:00,340,450,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
AIQ3021,A20N,VTBD,VTSP,2025-12-23 09:00,360,440,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
AIQ3520,A320,VTBD,VTUO,2025-12-23 09:00,250,400,RW21L,RW04,ROBK3C,,R04,ROBKA A1 TOPER W42 RAMEI W38
AIQ4511,A320,VTBS,VTUO,2025-12-23 09:00,210,390,RW02R,RW04,SELK1H,,R04,SELKA A1 TOPER W42 RAMEI W38
BKP1406,A319,VTSP,VTSM,2025-12-23 09:00,130,240,RW09,RW17,EMRI1A,,R17,EMRIT Y99 AKVUG Y93 SMU
BKP906,AT76,VDSA,VTBS,2025-12-23 09:00,380,445,,RW01,,TUMG1D,R01,BOKAK B205 OLDIR P629 NUGPA
CPA748,A359,FAOR,VHHH,2025-12-23 09:00,410,495,,,,,,RUSET P627 PUT Y8 SAPUD W32 SMU R575 SAKDA
CSC3910,A21N,WSSS,ZUTF,2025-12-23 09:00,350,450,,,,,,GOLUD M751 BKK Y27 IKISU W22 CTR A581 PONUK
IGO1054,A21N,VTBS,VIDP,2025-12-23 09:00,340,465,RW02R,,TARE1H,,,TARED P646 BETNO
LKY03,C130,VTBD,VTPM,2025-12-23 09:00,220,300,RW21L,RW27,OLVU3C,URGU1W,R27,OLVUK Y26 NUVLU Y30 URGUM
MXD135,B38M,WMKK,OPKC,2025-12-23 09:00,340,475,,,,,,DUBAX R325 PUT L759 TAVUN
RTP184,F2TH,VTBD,VTPM,2025-12-23 09:00,200,280,RW21L,RW27,OLVU3C,URGU1W,R27,OLVUK Y26 NUVLU Y30 URGUM
TAX920,A333,VTBD,OERK,2025-12-23 09:00,350,470,RW21L,,PAST3C,,,IBETO L524 MIGAR L877 PUMOR
TVJ335,A320,VTSF,VTBS,2025-12-23 09:00,340,420,RW01,RW01,TAWI1A,LEBI1D,R01,NKS Y94 DOXAS M769 LEBIM
VJC902,A321,VTBS,VVNB,2025-12-23 09:00,350,465,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP R474 VTN
VJT719,GLEX,VTBD,VHHH,2025-12-23 09:00,410,485,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
AIQ3135,A320,VTSC,VTBD,2025-12-23 09:05,380,455,,RW21R,OMNI,SABA3A,R21R,NTW W19 UPNEP M626 SORTO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AIQ3208,A21N,VTCT,VTBD,2025-12-23 09:05,310,480,RW21,RW21R,DUBE1B,NAKO3A,R21R,DUBEN Y28 BLAFF DCT NAKON
AIQ4401,A320,VTSG,VTBS,2025-12-23 09:05,370,460,RW14,RW01,OSPE1G,LEBI1D,R01,OSPEX Y99 NONEL Y98 LEBIM
AIQ606,A320,VTBD,VDTI,2025-12-23 09:05,370,450,RW21L,,GORS3C,,,GORSI N506 BOKAK
AXM857,A20N,VTCC,WMKK,2025-12-23 09:05,370,450,RW36,,PANT2C,,,PANTA Y7 BKK M904 PIDEL Y11 PASVA
AXM860,A320,WMKK,VTSG,2025-12-23 09:05,340,465,,RW32,,TUNR1E,R32,TAMOS A457 HTY W14 TRN W32 TUNRA
BKP806,A319,VHHH,VTSM,2025-12-23 09:05,380,450,,RW17,,,R17,SAV A202 RAMEI W42 ASEKU M757 MABKO W33 UPNEP
CSN395,A20N,ZGGG,WMKP,2025-12-23 09:05,320,470,,,,,,SAV B460 ROT W38 RAMEI Y20 BKK M757 KARMI
KNA8369,A320,ZPPP,VTBS,2025-12-23 09:05,340,460,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
MAS118,B38M,WMKK,VIAR,2025-12-23 09:05,340,475,,,,,,DALAN B579 PUT L759 TAVUN
MAS790,B738,WMKK,VTSP,2025-12-23 09:05,360,470,,RW09,,URGA1C,,DUBAX R325 URGAD
THA212,A320,VTSP,VTBS,2025-12-23 09:05,370,465,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
THA615,A359,ZBAA,VTBS,2025-12-23 09:05,400,475,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
AIQ3434,A320,VTCC,VTBD,2025-12-23 09:10,330,435,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
MMA233,A319,VYYY,WSSS,2025-12-23 09:10,350,455,,,,,,EKAVO M626 IKOGA DCT PASVA
NOK369,B738,VTUI,VTBD,2025-12-23 09:10,340,435,RW05,RW21R,OMNI,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
NOK530,B738,VTBD,VTSP,2025-12-23 09:10,360,455,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
SIA305,A359,EGLL,WSSS,2025-12-23 09:10,330,500,,,,,,EKAVO M626 IKOGA Y24 PASVA
SIA714,B78X,WSSS,VTBS,2025-12-23 09:10,400,500,,RW01,,TUMG1D,R01,ABTOK M644 ALUMO Y12 ALEMI
TGW628,E290,WSSS,VTSP,2025-12-23 09:10,360,470,,RW09,,URGA1C,,DUBAX R325 URGAD
AIQ3378,A320,VTBD,VTUU,2025-12-23 09:15,330,450,RW21L,RW05,ROBK3C,VENP1C,R05,ROBKA A1
BBC389,B738,VTBS,VGHS,2025-12-23 09:15,320,475,RW02R,,TARE1H,,,TARED G463 BETNO
CHH430,B38M,VTBS,ZBAA,2025-12-23 09:15,330,470,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
CSH857,B38M,ZSPD,VTSP,2025-12-23 09:15,340,435,,RW09,,SAVS1C,,SAV A202 RAMEI W42 MENEX Y8 SAVSA
ESR917,B38M,RKPK,VTCC,2025-12-23 09:15,360,420,,RW36,,MONL2A,R36,TOMIP R215 NAN R207 MONLO
KHV722,A320,VDTI,VTBS,2025-12-23 09:15,280,455,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
THA028,A320,VTBS,VTUU,2025-12-23 09:15,310,405,RW02R,RW05,SELK1H,VENP1C,R05,SELKA A1
THA631,A320,RCKH,VTBS,2025-12-23 09:15,340,455,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TVJ416,A320,VTCC,VTSP,2025-12-23 09:15,340,435,RW36,RW09,PANT2C,SAVS1C,,PANTA Y7 BKK Y8 SAVSA
AIQ1041,A320,VLVT,VTBD,2025-12-23 09:20,320,445,,RW21R,,NAKO3A,R21R,VTN CMP W21 NOBER
AIQ3261,A320,VTUK,VTBD,2025-12-23 09:20,260,445,RW21,RW21R,EMRU1B,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
AIQ4113,A320,VTSP,VTBS,2025-12-23 09:20,370,455,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
BKP968,A319,WSSS,VTSM,2025-12-23 09:20,360,460,,RW17,,,R17,KADAX M626 IKOGA Y95 RUMVA
CBJ620,A20N,VTBS,ZSNJ,2025-12-23 09:20,330,460,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
SIA309,A359,EGKK,WSSS,2025-12-23 09:20,410,475,,,,,,TAVUN L759 PUT W14 HTY A334 PASVA
SIA335,B77W,LFPG,WSSS,2025-12-23 09:20,350,500,,,,,,TAVUN L759 PUT B579 DALAN
THA665,A359,ZSPD,VTBS,2025-12-23 09:20,380,480,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
TLM789,B738,VTSF,VTBD,2025-12-23 09:20,320,470,RW01,RW21R,TAWI1A,SABA3A,R21R,NKS Y94 DOXAS M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
TVJ306,A321,VTBS,VTSP,2025-12-23 09:20,340,465,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
WHK205,A320,VTPM,VTBD,2025-12-23 09:20,170,370,,RW21R,KADA1B,NAKO3A,R21R,KADAV W26 IGPOP Y7 BLAFF DCT NAKON
AAR741,A359,RKSI,VTBS,2025-12-23 09:25,380,475,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
AIQ308,A320,VTSS,WMKK,2025-12-23 09:25,290,430,RW26,,KARM1C,,,KARMI
